Department/Agency,Medium,Publication,catagory,status,year,Publication Web Address
Human Services,Online,Children & young people have rights (for children 12 years and up),government,404,2012,"""http://www.child.alberta.ca/home/documents/childintervention/Children_and_Young_People_have_Rights.pdf"""
Human Services,Online,Children have rights (for children 11 years old and younger),government,404,2012,"""http://www.child.alberta.ca/home/documents/childintervention/Children_have_Rights.pdf"""
Human Services,Online,"Developing a Social Policy Framework for Alberta: Discussion Guide - February 16, 2012",government,404,2012,"""http://employment.alberta.ca/documents/social-policy-framework-discussion-guide.pdf"""
Human Services,Online,"Employment and Wages for Alberta Workers with a Post-Secondary Education (December 2011; released January 18, 2012)",government,404,2012,"""http://employment.alberta.ca/documents/employment-and-wages-for-post-secondary.pdf"""
Human Services,Online,"Human Services Business Plan: 20122015 (Released February 9, 2012)",government,200,2012,"""http://www.finance.alberta.ca/publications/budget/budget2012/human-services.pdf"""
Human Services,Online and Print,International Education Guide for the Assessment of Education from the Republic of Poland - 2012 ,government,200,2012,"""http://employment.alberta.ca/documents/poland-international-education-guide.pdf"""
Human Services,Online,Labour Force Statistics (Alberta's Labour Force Statistics Highlights) - February  2012,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Feb12highlights.pdf"""
Human Services,Online,Labour Force Statistics (Alberta's Labour Force Statistics Highlights) - January  2012,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Jan12highlights.pdf"""
Human Services,Online,Labour Force Statistics (Alberta's Labour Force Statistics Highlights) - March  2012,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Mar12highlights.pdf"""
Human Services,Online,Labour Force Statistics: Aboriginal People (Off-Reserve) (Aboriginal Population Off-Reserve Highlights)  - February 2011,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Feb12aboriginal-highlights.pdf"""
Human Services,Online,Labour Force Statistics: Aboriginal People (Off-Reserve) (Aboriginal Population Off-Reserve Highlights)  - January 2011,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Jan12aboriginal-highlights.pdf"""
Human Services,Online,Labour Force Statistics: Aboriginal People (Off-Reserve) (Aboriginal Population Off-Reserve Highlights)  - March 2011,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Mar12aboriginal-highlights.pdf"""
Human Services,Online,Labour Force Statistics: Aboriginal Population Off-Reserve Package (Aboriginal Population Off-Reserve Package) - February  2012,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Feb12aboriginal-package.pdf"""
Human Services,Online,Labour Force Statistics: Aboriginal Population Off-Reserve Package (Aboriginal Population Off-Reserve Package) - January  2012,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Jan12aboriginal-package.pdf"""
Human Services,Online,Labour Force Statistics: Aboriginal Population Off-Reserve Package (Aboriginal Population Off-Reserve Package) - March  2012,government,404,2012,"""http://www.employment.alberta.ca/documents/LFS-Mar12aboriginal-package.pdf"""
Human Services,Online and Print,Money 101: Budgeting Basics for Further Education (Updated January 2012),government,200,2012,"""http://alis.alberta.ca/pdf/cshop/money101.pdf"""
Human Services,Online,"My Choices, My Work, My Life: Family, Job, Money, School.",government,200,2012,"""http://alis.alberta.ca/pdf/cshop/mychoicesmyworkmylife.pdf"""
Human Services,Online,"Occupational Health & Safety Magazine - January 2012 (Vol. 35, Number 1)",government,200,2012,"""http://employment.alberta.ca/documents/ohs-magazine-jan2012.pdf"""
Human Services,Online,Thinking About Layoffs? What You Need to Know Before Letting People Go. 2012,government,200,2012,"""http://alis.alberta.ca/pdf/cshop/ThinkingLayoff.pdf"""
Human Services,Online,"Top 50 Occupations in Alberta by Vacancy Rates (March 1, 2012)",government,404,2012,"""http://employment.alberta.ca/documents/top-occupations-in-alberta-by-vacancy.pdf"""
Infrastructure,Print,Post-secondary institutions space classification system background and definition document,energy_transportation,404,2012,
"Intergovernmental, International and Aboriginal Relations",Online,Guide to Aboriginal Organizations and Services in Alberta (January 2012),government,404,2012,"""http://www.aboriginal.alberta.ca/documents/2012AboriginalOrganizationGuide.pdf"""
"Intergovernmental, International and Aboriginal Relations",Online,Metis Settlements and First Nations in Alberta: Community Profiles (January 2012),government,404,2012,"""http://www.aboriginal.alberta.ca/documents/2012_MetisSettlementProfile.pdf"""
Municipal Affairs,Online,2012 Municipal Codes,government,200,2012,"""http://www.municipalaffairs.gov.ab.ca/cfml/officials/2012-lgcode.pdf"""
Municipal Affairs,Online,Alberta Public Libraries Technology Report and Recommendations Prepared for Alberta Municipal Affairs Public Library Services Branch,government,200,2012,"""http://www.albertalibraries.ca/uploads/1106/techplanfinal85008.pdf"""
Municipal Affairs,Online,"Financial Information Return Manual Financial Information Return Manual for December 31, 2011 (January 2012)",government,200,2012,"""http://www.municipalaffairs.alberta.ca/documents/ms/FIR_2011_Manual.pdf"""
Municipal Affairs,Online,Linear Property Assessment Fees IB Bulletin No. 11-03 November 2011,government,200,2012,"""http://www.municipalaffairs.alberta.ca/documents/as/LinearFees.pdf"""
Municipal Affairs,Online,"VAR-PS03.12 Treatment Mounds, Gravel (Drain Media) Under Chambers Jan 2012",government,200,2012,"""http://www.municipalaffairs.gov.ab.ca/documents/ss/STANDATA/plumbing/pv/VAR-PS03-12ProvinceWideGravelUnderChambersJan2012.pdf"""
Municipal Affairs,Online,"VAR-PS04.12 Peak Daily Wastewater Volume, Additional Flow Based on Plumbing Fixture Unit (F.U.) Load Jan 2012",government,200,2012,"""http://www.municipalaffairs.gov.ab.ca/documents/ss/STANDATA/plumbing/pv/VAR-PS04-12FixtureUnitLoadPeakFlowAdditions.pdf"""
Municipal Affairs,Print,Village of Derwent Dissolution Study Report May 2010,government,404,2012,
Municipal Affairs,Print,Village of Donalda Dissolution Study Report January 2010,government,404,2012,
Municipal Affairs,Print,Village of Gadsby Dissolution Study Report January 2010,government,404,2012,
Municipal Affairs,Print,Village of Hines Creek  Dissolution Study Report June 2010,government,404,2012,
Municipal Affairs,Print,Village of Innisfree Dissolution Study Report February 2010,government,404,2012,
Municipal Affairs,Print,Village of New Sarepta Dissolution Study Report April 2010,government,404,2012,
Municipal Affairs,Print,Village of Vilna  Dissolution Study Report January 2010,government,404,2012,
Office of the Auditor General,Online and Print,Report of the Auditor General of Alberta - March 2012,government,200,2012,"""http://www.oag.ab.ca/files/oag/OAGMar2012report.pdf"""
Public Service Pension Board,Print,Public Service Pension Plan Report to Members Spring Issue June 2011,labor,200,2012,"""http://www.pspp.ca/members/publications/newsletter/PSPP_Report_to_Members_Spring_2011.pdf"""
Seniors,Online and Print,Annual Report 2010/11 - Premier's Council on the Status of Persons with Disabilities ,culture_people,404,2012,"""http://www.seniors.alberta.ca/premierscouncil/annualreport/AnnualReport2011.pdf """
Seniors,Online,"Seniors Business Plan: 20122015 (Released February 9, 2012)",culture_people,200,2012,"""http://www.finance.alberta.ca/publications/budget/budget2012/seniors.pdf"""
Service Alberta,Online,Consumer Tipsheet: Information for Landlords 02/12,culture_people,200,2012,"""http://www.servicealberta.ca/pdf/tipsheets/Information_for_landlords.pdf"""
Sustainable Resource Development,Online and Print,An occurrence-based habitat model for the Ord's kangaroo rat (Dipodomys ordii) in Alberta,environment,404,2012,"""http://srd.alberta.ca/FishWildlife/SpeciesAtRisk/documents/SAR136-AnOccurrenceBasedHabitatModel-OrdsKangarooRat-Aug-2010.pdf"""
Sustainable Resource Development,Online and Print,Ferruginous hawk artificial nest poles: inventory and construction protocol.,environment,404,2012,"""http://www.srd.alberta.ca/FishWildlife/SpeciesAtRisk/documents/SAR140-FerruginousHawk-ArtificalNestPoles-Mar2011.pdf"""
Sustainable Resource Development,Online and Print,Patterns of optimal growth for lodgepole pine provenances in Alberta,environment,404,2012,"""http://www.srd.alberta.ca/MapsPhotosPublications/Publications/documents/PatternsOfOptimalGrowthForLodgepolePine-Nov2010.pdf"""
Sustainable Resource Development,Online,Pilot's handbook,environment,404,2012,"""http://www.srd.alberta.ca/MapsPhotosPublications/Publications/documents/WildfireManagement-PilotsHandbook-2011.pdf"""
Sustainable Resource Development,Online and Print,Status of the pygmy whitefish (Prosopium coulterii) in Alberta : update 2011.,environment,404,2012,"""http://www.srd.alberta.ca/FishWildlife/SpeciesAtRisk/DetailedStatus/documents/StatusOfPygmyWhitefishInAlbertaUpdate-June-2011.pdf"""
Sustainable Resource Development,Online and Print,"Survey of trumpeter swans (Cygnus buccinators) in the Lesser Slave area, Alberta (2008)",environment,404,2012,"""http://www.srd.alberta.ca/FishWildlife/SpeciesAtRisk/documents/SAR133-2008-SurveyOfTrumpeterSwansInTheLesserSlaveAreaAlberta-Feb-2010.pdf"""
"Tourism, Parks and Recreation",Online,Active Alberta 2011-2021,culture_people,404,2012,"""http://tpr.alberta.ca/activealberta/docs/ActiveAlbertaPolicy.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor (data) — December 2011,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/Monitor2011Decemberexcel.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor (data) - February 2012 ,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/Monitor2012Februaryexcel.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor (data) — January 2012,culture_people,404,2012,"""http://www.tpr.alberta.ca/tourism/statistics/docs/Monitor2012Januaryexcel.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor (data) - March 2012 ,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/Monitor2012Marchexcel.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor and Highlights - February 2012 ,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/MarketMonitorFebruary2012.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor and Highlights — March 2012 ,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/MarketMonitorMarch2012.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor Monthly Update — December 2011 ,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/MarketMonitorDecember2011.pdf"""
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor Monthly Update (January 2012),culture_people,404,2012,"""http://www.tpr.alberta.ca/tourism/statistics/docs/MarketMonitorJanuary2012.pdf"""
"Tourism, Parks and Recreation",Online,FESTIVALS AND EVENTS TOURISM GROWTH PROGRAM: PROGRAM GUIDELINES,culture_people,404,2012,"""http://www.tpr.alberta.ca/tourism/docs/TOUR-FestEventProgramGuide.pdf"""
"Tourism, Parks and Recreation",Online,Setting the Stage: A community-based festival and event planning manual,culture_people,200,2012,"""http://www.tpr.alberta.ca/tourism/festivals-events-manual.aspx"""
"Tourism, Parks and Recreation",Online,Tourism in Alberta Central Tourism Destination Region: A Summary of 2010 Visitor Numbers and Characteristics February 2012,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/PersonvisitsAlbertaCentral2010.pdf"""
"Tourism, Parks and Recreation",Online,Tourism in Alberta North Tourism Destination Region: A Summary of 2010 Visitor Numbers and Characteristics February 2012,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/PersonvisitsAlbertaNorth2010.pdf"""
"Tourism, Parks and Recreation",Online,Tourism in Alberta South Tourism Destination Region: A Summary of 2010 Visitor Numbers and Characteristics February 2012,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/PersonvisitsAlbertaSouth2010.pdf"""
"Tourism, Parks and Recreation",Online,Tourism in Alberta: A summary of 2010 Visitor Numbers and Characteristics February 2012,culture_people,404,2012,"""http://www.tpr.alberta.ca/tourism/statistics/docs/PersonvisitsAlberta2010.pdf"""
"Tourism, Parks and Recreation",Online,Tourism in Calgary and Area Tourism Destination Region: A Summary of 2010 Visitor Numbers and Characteristics February 2012,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/PersonvisitsCalgaryandArea2010.pdf"""
"Tourism, Parks and Recreation",Online,Tourism in Canadian Rockies Tourism Destination Region: A Summary of 2010 Visitor Numbers and Characteristics February 2012,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/PersonvisitsCanadianRockies2010.pdf"""
"Tourism, Parks and Recreation",Online,Tourism in Edmonton and Area Tourism Destination Region: A Summary of 2010 Visitor Numbers and Characteristics February 2012,culture_people,404,2012,"""http://tpr.alberta.ca/tourism/statistics/docs/PersonvisitsEdmontonandArea2010.pdf"""
Travel Alberta,Online,Best of Buzz (February 2012),energy_transportation,404,2012,
Travel Alberta,Online,Best of Buzz (January 2012),energy_transportation,404,2012,"""http://industry.travelalberta.com/News/~/media/Industry/Attachments/News/JAN.pdf"""
Treasury Board and Enterprise,Print,2012-13 Government Estimates General Revenue Fund Lottery Fund,government,200,2012,"""http://www.finance.alberta.ca/publications/budget/estimates/est2012/government-estimates-complete.pdf"""
Treasury Board and Enterprise,Print,Alberta Economic Quick Facts (January 2012),government,404,2012,"""http://albertacanada.com/documents/SP-EH_AlbertaEconomicQuickFacts.pdf"""
Treasury Board and Enterprise,Online,Alberta Oil Sands Industry Quarterly Update - Spring 2012,government,404,2012,"""http://albertacanada.com/documents/AOSID_Quarterly_Update_Spring2012.pdf"""
Treasury Board and Enterprise,Print,Inventory of Major Alberta Projects (December 2011),government,404,2012,"""http://albertacanada.com/documents/SP_MajorAlbertaProjects.pdf"""
Treasury Board and Enterprise,Print,Monthly Economic Review March 2012,government,404,2012,"""http://albertacanada.com/documents/MER_Mar12.pdf"""
